labelAnnotations,fullTextAnnotation,image_file
"Crowd,Team,Happy,Cap,Leisure,T-shirt,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4239.jpeg
"Carmine,Crowd,Team,Cap,Camera,Recreation,T-shirt,Hat,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_424.jpeg
"Team,Happy,Cap,Leisure,Sharing,T-shirt,Hat,Fun,Shirt,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4240.jpeg
"Crowd,Team,Happy,Leisure,Entertainment,Recreation,T-shirt,Hat,Fun,Event",C,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4241.jpeg
"Crowd,Team,Happy,Leisure,Walking,T-shirt,Hat,Fun,Sleeve,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4242.jpeg
"Beard,Happy,Fan,T-shirt,Forehead,Moustache,Hat,Fun,Shirt,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4243.jpeg
"Beard,Outerwear,Crowd,Team,Happy,Jewellery,Smile,Holiday,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4244.jpeg
"Beard,Happy,Cap,T-shirt,Moustache,Holiday,Facial hair,Fun,Social group,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4245.jpeg
"Crowd,Team,Cap,Smile,T-shirt,Hat,Fun,Baseball cap,Sleeve,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4246.jpeg
"Beard,Crowd,Team,Cap,T-shirt,Facial hair,Hat,Fedora,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4247.jpeg
"Crowd,Team,Cap,Jeans,T-shirt,Room,Hat,Fun,Sleeve,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4248.jpeg
"Crowd,Team,Cap,Chair,T-shirt,Room,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4249.jpeg
"Team,Video camera,Cap,Videographer,Trousers,Camera,T-shirt,Hat,Baseball cap,Event",3,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_425.jpeg
"Crowd,Team,Cap,T-shirt,Forehead,Hat,Sun hat,Baseball cap,Sleeve,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4250.jpeg
"Cap,Event,Headgear,Forehead,T-shirt,Hat,Sun hat,Fedora,Vest,Chest",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4251.jpeg
"Beard,Cap,Headgear,Earrings,T-shirt,Moustache,Audio equipment,Hat,Fedora,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4252.jpeg
"Jacket,Cap,Headgear,Earrings,T-shirt,Audio equipment,Fun,Public event,Microphone,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4253.jpeg
"Crowd,Team,Cap,Entertainment,T-shirt,Hat,Sun hat,Fedora,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4254.jpeg
"Crowd,Team,Cap,Entertainment,T-shirt,Hat,Sun hat,Fedora,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4255.jpeg
"Crowd,Team,Happy,Cap,Entertainment,Recreation,T-shirt,Hat,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4256.jpeg
"Crowd,Team,Cap,Leisure,Recreation,Hat,Fun,Baseball cap,Public event,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4257.jpeg
"Crowd,Team,Cap,Entertainment,T-shirt,Hat,Fun,Baseball cap,Face,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4258.jpeg
"Team,Cap,Leisure,Performing arts,Interaction,Hat,Fun,Baseball cap,Public event,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4259.jpeg
"Jacket,Crowd,Team,Cap,Camera,T-shirt,Chanter,Hat,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_426.jpeg
"Beard,Crowd,Cap,Entertainment,T-shirt,Audio equipment,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4260.jpeg
"Crowd,Happy,Cap,Earrings,T-shirt,Holiday,Fun,Baseball cap,Microphone,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4261.jpeg
"Happy,Youth,Gesture,Leisure,Fan,Thumb,Child,Community,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4262.jpeg
"Happy,Gesture,Leisure,Headgear,Earrings,Thumb,T-shirt,Fun,Sign language,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4263.jpeg
"Snapshot,Happy,Cap,Gesture,Human,Facial expression,Thumb,Fun,People,Event",EFF,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4264.jpeg
"Eyewear,Team,Gesture,Cap,Leisure,Fan,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4265.jpeg
"Crowd,Gesture,Cap,Leisure,Headgear,T-shirt,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4266.jpeg
"Cap,Gesture,Leisure,T-shirt,Hat,Sun hat,Fedora,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4267.jpeg
"Crowd,Happy,Cap,Gesture,Leisure,Entertainment,Fan,Hat,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4268.jpeg
"Crowd,Team,Cap,Gesture,Entertainment,Recreation,T-shirt,Hat,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4269.jpeg
"Digital camera,Crowd,Video camera,Cap,Event,Luggage and bags,Single-lens reflex camera,Camera,Hat,Photographer",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_427.jpeg
"Crowd,Team,Gesture,Entertainment,T-shirt,Costume,Hat,Fun,Fictional character,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4270.jpeg
"Jacket,Crowd,Cap,Gesture,Smile,Leisure,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4271.jpeg
"Crowd,Cap,Gesture,Leisure,Tree,T-shirt,Flesh,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4272.jpeg
"Crowd,Gesture,Cap,Leisure,T-shirt,Arm,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4273.jpeg
"Crowd,Happy,Gesture,Leisure,Entertainment,Thumb,T-shirt,Hat,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4274.jpeg
"Crowd,Fur,Gesture,Happy,Leisure,Entertainment,Hat,Fun,Public event,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4275.jpeg
"Carmine,Crowd,Fur,Cap,Magenta,Hat,Fun,Baseball cap,Fictional character,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4276.jpeg
"Crowd,Happy,Gesture,Leisure,Entertainment,Magenta,Hat,Sun hat,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4277.jpeg
"Crowd,Gesture,Leisure,Entertainment,Thumb,Performing arts,Hat,Fun,Public event,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4278.jpeg
"Crowd,Gesture,Cap,Leisure,T-shirt,Magenta,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4279.jpeg
"Crowd,Bag,Fur,Cap,Luggage and bags,Camera,T-shirt,Room,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_428.jpeg
"Crowd,Cap,Gesture,Leisure,T-shirt,Vest,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4280.jpeg
"Crowd,Cap,Gesture,Leisure,Entertainment,Magenta,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4281.jpeg
"Crowd,Gesture,Cap,Leisure,T-shirt,Magenta,Hat,Fun,Celebrating,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4282.jpeg
"Hand,Crowd,Happy,Gesture,Cap,Leisure,T-shirt,Hat,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4283.jpeg
"Crowd,Cap,Gesture,Leisure,Thumb,T-shirt,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4284.jpeg
"Crowd,Gesture,Cap,Leisure,T-shirt,Hat,Sunglasses,Fun,Shirt,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4285.jpeg
"Cap,Gesture,Leisure,Cool,T-shirt,Hat,Baseball cap,Muscle,Celebrating,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4286.jpeg
"Crowd,Fur,Gesture,Leisure,Zombie,T-shirt,Hat,Fun,Fictional character,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4287.jpeg
"Crowd,Cap,Gesture,Leisure,T-shirt,Hat,Fun,Baseball cap,Celebrating,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4288.jpeg
"Hand,Crowd,Gesture,Cap,Leisure,Thumb,T-shirt,Hat,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4289.jpeg
"Crowd,Cap,Event,T-shirt,Costume,Magenta,Hat,Fun,Fashion design,Room",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_429.jpeg
"Hand,Crowd,Gesture,Leisure,T-shirt,Magenta,Hat,Fun,Shirt,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4290.jpeg
"Hand,Crowd,Gesture,Youth,Leisure,T-shirt,Fun,Baseball cap,Product,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4291.jpeg
"Hand,Crowd,Gesture,Cap,Leisure,Arm,Finger,Hat,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4292.jpeg
"Crowd,Cap,Gesture,Leisure,Headgear,T-shirt,Hat,Baseball cap,Product,Shirt",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4293.jpeg
"Hand,Crowd,Cap,Gesture,Leisure,T-shirt,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4294.jpeg
"Hand,Cap,Gesture,Headgear,T-shirt,Arm,Hat,Sunglasses,Baseball cap,Shirt",REF,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4295.jpeg
"Crowd,Gesture,Cap,Leisure,Fan,T-shirt,Magenta,Hat,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4296.jpeg
"Crowd,Happy,Gesture,Leisure,T-shirt,Hat,Sunglasses,Fun,Celebrating,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4297.jpeg
"Hand,Cap,Gesture,Leisure,Zombie,T-shirt,Hat,Baseball cap,Shirt,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4298.jpeg
"Train,Crowd,Leisure,Entertainment,Magenta,Hat,Public transport,Fun,Public event,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4299.jpeg
"Team,Cap,Red,Recreation,T-shirt,Magenta,Hat,Fun,Baseball cap,Event","ANN
macy
UMHED
A
REF
VOTE
EFF",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_43.jpeg
"Crowd,Gesture,Leisure,Camera,Recreation,T-shirt,Room,Hat,Fun,Event",15,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_430.jpeg
"Carmine,Crowd,Gesture,Leisure,Entertainment,Recreation,Costume,Flesh,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4300.jpeg
"Dance,Crowd,Entertainment,Performing arts,Costume,Room,Fun,Art,Music,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4301.jpeg
"Crowd,Entertainment,Fan,Recreation,T-shirt,Audience,Hat,Fun,Public event,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4302.jpeg
"Crowd,Team,Competition event,Leisure,Entertainment,Fan,Recreation,Room,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4303.jpeg
"Carmine,Crowd,Team,Entertainment,Fan,Audience,Magenta,Fun,Public event,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4304.jpeg
"Crowd,Fur,Gesture,T-shirt,Interaction,Costume,Magenta,Hat,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4305.jpeg
"Beard,Crowd,Youth,Entertainment,Fan,T-shirt,Costume,Hat,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4306.jpeg
"Crowd,Cap,Leisure,Fan,T-shirt,Tradition,Hat,Fun,Vest,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4307.jpeg
"Hand,Crowd,Gesture,Leisure,Entertainment,T-shirt,Hat,Fun,Public event,Event",ได,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4308.jpeg
"Hand,Crowd,Gesture,Youth,T-shirt,Hat,Fun,Vest,Mammal,Event",RE,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4309.jpeg
"Jacket,Crowd,Trousers,Recreation,T-shirt,Flag,Magenta,Room,Hat,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_431.jpeg
"Beard,Crowd,Cap,Fan,Red,Holiday,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4310.jpeg
"Crowd,Fur,Cap,T-shirt,Magenta,Hat,Fun,Baseball cap,Public event,Event",AY,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4311.jpeg
"Beard,Crowd,Cap,Headgear,Red,Fan,T-shirt,Hat,Baseball cap,Event",13,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4312.jpeg
"Cap,Youth,Red,Fan,T-shirt,Hat,Fun,Baseball cap,Muscle,Product","RE
CH",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4313.jpeg
"Crowd,Team,Cap,Headgear,Recreation,T-shirt,Hat,Helmet,Baseball cap,Event",Ch,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4314.jpeg
"Crowd,Cap,Smile,T-shirt,Magenta,Hat,Fun,Baseball cap,Product,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4315.jpeg
"Crowd,Cap,Red,Cricket cap,Fan,T-shirt,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4316.jpeg
"Crowd,Cap,Red,Cricket cap,T-shirt,Vertebrate,Hat,Baseball cap,Mammal,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4317.jpeg
"Beard,Crowd,Cap,Gesture,Fan,T-shirt,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4318.jpeg
"Beard,Crowd,Cap,Gesture,Zombie,T-shirt,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4319.jpeg
"Crowd,Team,Competition event,Trousers,Recreation,T-shirt,Magenta,Room,Hat,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_432.jpeg
"Personal protective equipment,Crowd,Team,Cap,Gesture,Sunglasses,Hat,Helmet,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4320.jpeg
"Crowd,Gesture,Cap,Fan,Military person,T-shirt,Hat,Military camouflage,People,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4321.jpeg
"Crowd,Cap,Smile,T-shirt,Forehead,Hat,Public event,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4322.jpeg
"Personal protective equipment,Crowd,Cap,Fan,T-shirt,Tradition,Hat,Baseball cap,Public event,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4323.jpeg
"Crowd,Military camouflage,Cap,Gesture,Fan,T-shirt,Forehead,Baseball cap,Public event,Event",Ch,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4324.jpeg
"Crowd,Youth,Cap,Fan,Forehead,T-shirt,Hat,Fun,Public event,Event","CH
JOU",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4325.jpeg
"Baseball cap,Cap,Headgear,Magenta,Pattern,Hat,Fun,Military camouflage,Military uniform,Event",7506,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4326.jpeg
"Crowd,Military camouflage,Gesture,Cap,Army,Uniform,Military person,Baseball cap,Military uniform,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4327.jpeg
"Beard,Crowd,Military camouflage,Gesture,Cap,Tradition,Fun,Baseball cap,Military uniform,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4328.jpeg
"Military camouflage,Cap,Army,Headgear,Forehead,Military person,Fun,Baseball cap,Military uniform,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4329.jpeg
"Carmine,Crowd,Entertainment,Trousers,Costume,Cosplay,Hat,Public event,Fictional character,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_433.jpeg
"Adaptation,Crowd,Military camouflage,Cap,Soldier,Forehead,T-shirt,Hat,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4330.jpeg
"Baseball cap,Crowd,Cap,Soldier,Forehead,Military person,T-shirt,Military camouflage,Military uniform,Event",C,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4331.jpeg
"Baseball cap,Cap,Gesture,Marines,Squad,Headgear,Forehead,Military person,Military camouflage,Military uniform",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4332.jpeg
"Baseball cap,Cap,Gesture,Marines,Squad,Headgear,Military person,Camouflage,Military camouflage,Military uniform",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4333.jpeg
"Cap,Gesture,Marines,Soldier,Squad,Forehead,Military person,Camouflage,Military camouflage,Military uniform",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4334.jpeg
"Adaptation,Army,Cap,Soldier,Human,Forehead,Military person,Military camouflage,Military uniform,Face",ம,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_4335.jpeg
